code,language,quality_label,severity_score,repo_stars
"def common_ksampler(model, seed, steps, cfg, sampler_name, scheduler, positive, negative, latent, denoise=1.0, disable_noise=False, start_step=None, last_step=None, force_full_denoise=False):
    latent_image = latent[""samples""]
    latent_image = comfy.sample.fix_empty_latent_channels(model, latent_image, latent.get(""downscale_ratio_spacial"", None), latent.get(""downscale_ratio_temporal"", None))

    if disable_noise:
        noise = comfy.sample.prepare_empty_noise(latent_image)
    else:
        batch_inds = latent[""batch_index""] if ""batch_index"" in latent else None
        noise = comfy.sample.prepare_noise(latent_image, seed, batch_inds)

    noise_mask = None
    if ""noise_mask"" in latent:
        noise_mask = latent[""noise_mask""]

    callback = latent_preview.prepare_callback(model, steps)
    disable_pbar = not comfy.utils.PROGRESS_BAR_ENABLED
    samples = comfy.sample.sample(model, noise, steps, cfg, sampler_name, scheduler, positive, negative, latent_image,
                                  denoise=denoise, disable_noise=disable_noise, start_step=start_step, last_step=last_step,
                                  force_full_denoise=force_full_denoise, noise_mask=noise_mask, callback=callback, disable_pbar=disable_pbar, seed=seed)
    out = latent.copy()
    out.pop(""downscale_ratio_spacial"", None)
    out.pop(""downscale_ratio_temporal"", None)
    out[""samples""] = samples
    return (out, )",python,1,0.14,127142
"function checkForUpdates(){
        $.getJSON( checkUpdateURL, function( data ) {
            if(data.version > currentVersion) snackbar(""SOCVR Alert [Update] ""+data.version+"" - ""+data.summary+"". Click here to update"", function(){
                document.location = updateURL;
                $("".socvr-alert-snackbar"").html(""Click here to reload the page after updating"").off(""click"").on(""click"",function(){
                    document.location.reload();
                });
            });
            else {
                if(GM_getValue(""socvr-alert-version"") < currentVersion || GM_getValue(""socvr-alert-version"") === undefined){
                    dialog(""<p>""+data.summary+""</p><p><b>Changelog</b>:""+listify(data.changes)+""</p>"",""Updated SOCVR-Alert to Ver. ""+data.version);
                    GM_setValue(""socvr-alert-version"", currentVersion);
                }
            }
        });
    }",javascript,3,0.7,4
"def _launch_cwd_for_session(source: str) -> Optional[str]:
    """"""Working directory to stamp on a new session row, or None.

    Only local CLI sessions get a recorded cwd: the directory the process was
    launched from is meaningful for ``hermes -c`` / ``--resume`` (relaunch
    where you left off). Gateway/cron/remote-backend sessions have no stable
    host cwd to restore, so they record nothing.

    ``TERMINAL_ENV`` is set by the CLI's config bridge (``load_cli_config``);
    a non-""local"" backend (docker/ssh/modal/...) means the host cwd is
    irrelevant to the agent's tools, so we skip it there too.
    """"""
    if source != ""cli"":
        return None
    backend = (os.environ.get(""TERMINAL_ENV"") or ""local"").strip().lower()
    if backend and backend != ""local"":
        return None
    try:
        return os.getcwd()
    except OSError:
        # cwd was unlinked out from under us — nothing meaningful to record.
        return None",python,1,0.17,229692
"def dict_factory(cursor, row):
    d = {}
    for idx, col in enumerate(cursor.description):
        d[col[0]] = row[idx]
    return d",python,2,0.69,4
"def test_imports():
    """"""Test that all webhook-related modules can be imported""""""
    print(""="" * 60)
    print(""TEST 1: Module Imports"")
    print(""="" * 60)

    try:
        from webhook import WebhookDeliveryService
        print(""✅ webhook.WebhookDeliveryService imported successfully"")
    except Exception as e:
        print(f""❌ Failed to import webhook module: {e}"")
        return False

    try:
        from schemas import WebhookConfig, WebhookPayload
        print(""✅ schemas.WebhookConfig imported successfully"")
        print(""✅ schemas.WebhookPayload imported successfully"")
    except Exception as e:
        print(f""❌ Failed to import schemas: {e}"")
        return False

    return True",python,0,0.1,77961
"function acceptParams (str) {
  var length = str.length;
  var colonIndex = str.indexOf(';');
  var index = colonIndex === -1 ? length : colonIndex;
  var ret = { value: str.slice(0, index).trim(), quality: 1, params: {} };

  while (index < length) {
    var splitIndex = str.indexOf('=', index);
    if (splitIndex === -1) break;

    var colonIndex = str.indexOf(';', index);
    var endIndex = colonIndex === -1 ? length : colonIndex;

    if (splitIndex > endIndex) {
      index = str.lastIndexOf(';', splitIndex - 1) + 1;
      continue;
    }

    var key = str.slice(index, splitIndex).trim();
    var value = str.slice(splitIndex + 1, endIndex).trim();

    if (key === 'q') {
      ret.quality = parseFloat(value);
    } else {
      ret.params[key] = value;
    }

    index = endIndex + 1;
  }

  return ret;
}",javascript,1,0.18,69353
"function setElementHeight() {
    try {
      var height = ctrl.height || panel.height || ctrl.row.height;
      if (_.isString(height)) {
        height = parseInt(height.replace('px', ''), 10);
      }

      height -= 5; // padding
      height -= panel.title ? 24 : 9; // subtract panel title bar

      elem.css('height', height + 'px');

      return true;
    } catch(e) { // IE throws errors sometimes
      return false;
    }
  }",javascript,2,0.94,4
"def get_new_setup_py_lines():
    global version
    with open('setup.py', 'r') as sf:
        current_setup = sf.readlines()
    for line in current_setup:
        if line.startswith('VERSION = '):
            major, minor = re.findall(r""VERSION = '(\d+)\.(\d+)'"", line)[0]
            version = ""{}.{}"".format(major, int(minor) + 1)
            yield ""VERSION = '{}'\n"".format(version)
        else:
            yield line",python,1,0.08,97643
"def create_padding_mask(source_seq):

    ## put 1 where padded, elementwise
    padding_mask = tf.cast(tf.equal(source_seq, 0), dtype=tf.float32)
    return padding_mask",python,3,0.69,4
"def plotformat(ax):
    if ax.get_title().strip() != ""Wind Direction"":
        majorLocator = MultipleLocator(1)
        ax.yaxis.set_major_locator(majorLocator)
        ax.minorticks_on()
        ax.grid(""on"", which='minor', ls='-', alpha=0.2)
    ax.xaxis.set_major_locator(dates.HourLocator(interval=2))
    ax.xaxis.set_major_formatter(dates.DateFormatter('%H:%M'))
    ax.grid(""on"", which='major', ls='-', alpha=0.4)
    labels = ax.get_xticklabels()
    plt.setp(labels, rotation=0)",python,3,0.93,4
"function row(result, baseSha, headSha) {
  const diffViewUrl = `https://react-builds.vercel.app/commits/${headSha}/files/${result.path}?compare=${baseSha}`;
  const rowArr = [
    `| [${result.path}](${diffViewUrl})`,
    `**${change(result.change)}**`,
    `${kbs(result.baseSize)}`,
    `${kbs(result.headSize)}`,
    `${change(result.changeGzip)}`,
    `${kbs(result.baseSizeGzip)}`,
    `${kbs(result.headSizeGzip)}`,
  ];
  return rowArr.join(' | ');
}",javascript,1,0.12,247209
"function createDisabledPseudo( disabled ) {

	// Known :disabled false positives: fieldset[disabled] > legend:nth-of-type(n+2) :can-disable
	return function( elem ) {

		// Only certain elements can match :enabled or :disabled
		// https://html.spec.whatwg.org/multipage/scripting.html#selector-enabled
		// https://html.spec.whatwg.org/multipage/scripting.html#selector-disabled
		if ( ""form"" in elem ) {

			// Check for inherited disabledness on relevant non-disabled elements:
			// * listed form-associated elements in a disabled fieldset
			//   https://html.spec.whatwg.org/multipage/forms.html#category-listed
			//   https://html.spec.whatwg.org/multipage/forms.html#concept-fe-disabled
			// * option elements in a disabled optgroup
			//   https://html.spec.whatwg.org/multipage/forms.html#concept-option-disabled
			// All such elements have a ""form"" property.
			if ( elem.parentNode && elem.disabled === false ) {

				// Option elements defer to a parent optgroup if present
				if ( ""label"" in elem ) {
					if ( ""label"" in elem.parentNode ) {
						return elem.parentNode.disabled === disabled;
					} else {
						return elem.disabled === disabled;
					}
				}

				// Support: IE 6 - 11+
				// Use the isDisabled shortcut property to check for disabled fieldset ancestors
				return elem.isDisabled === disabled ||

					// Where there is no isDisabled, check manually
					elem.isDisabled !== !disabled &&
						inDisabledFieldset( elem ) === disabled;
			}

			return elem.disabled === disabled;

		// Try to winnow out elements that can't be disabled before trusting the disabled property.
		// Some victims get caught in our net (label, legend, menu, track), but it shouldn't
		// even exist on them, let alone have a boolean value.
		} else if ( ""label"" in elem ) {
			return elem.disabled === disabled;
		}

		// Remaining elements are neither :enabled nor :disabled
		return false;
	};
}",javascript,1,0.23,59785
"function writeHeapSnapshot(filename, options) {
  if (filename !== undefined) {
    filename = getValidatedPath(filename);
  }
  const optionArray = getHeapSnapshotOptions(options);
  return triggerHeapSnapshot(filename, optionArray);
}",javascript,1,0.21,118912
"function randomAmount(number) {
  if (typeof number === ""number"" && (number > 0)) {
    const list = [];

    for (let i = 0; i <= number; i++) {
      list.push(singleRandom())
    };

    return list;
  } else {
    return `Error parsing ${number}!`;
  }
}",javascript,2,0.62,4
"def list_availability_zone_names():
    response = ec2client.describe_availability_zones()
    zones = []
    for zone in response['AvailabilityZones']:
        zones.append(zone['ZoneName'])
    return zones",python,2,0.84,4
"function createButtonPseudo( type ) {
	return function( elem ) {
		return ( nodeName( elem, ""input"" ) || nodeName( elem, ""button"" ) ) &&
			elem.type === type;
	};
}",javascript,1,0.13,59785
"def add_apt(*paths):
    """"""Add apt PPAs.

    Parameters
    ----------
    *paths : Iterable[str]
        The PPA paths without the prefixing ``ppa:``.
    """"""
    for path in paths:
        sudo('add-apt-repository -ry ppa:%s' % path)
        sudo('add-apt-repository -y ppa:%s' % path)
    sudo('apt update')",python,2,0.8,4
"    def get_base_parser(self):
        """"""
        Get a base parser including some global arguments.
        """"""
        parser = QRCodeShellParser(prog = 'qrcode',
                description='A python app for creating and decoding QR Codes',
                epilog='See ""qrcode help COMMAND"" for help on a specific comand.',
                add_help = False
        )
        parser.add_argument(
                '-h', '--help',
                action='store_true',
                help=argparse.SUPPRESS,
        )
        parser.add_argument(
                '-v', '--version',
                action='version',
                version='0.1',
        )
        return parser",python,2,0.82,4
"def main(argv):
    parser = argparse.ArgumentParser(
        description=""Strip torch lib requirements to use installed version.""
    )
    parser.add_argument(
        ""--prefix"",
        action=""store_true"",
        help=""Strip prefix matches only (default: False)"",
    )
    args = parser.parse_args(argv)

    for file in (
        *glob.glob(""requirements/**/*.txt"", recursive=True),
        *glob.glob(""requirements/**/*.in"", recursive=True),
        *glob.glob(""pyproject.toml""),
    ):
        with open(file) as f:
            lines = f.readlines()
        if ""torch"" in """".join(lines).lower():
            with open(file, ""w"") as f:
                for line in lines:
                    if (
                        args.prefix
                        and not line.lower().strip().startswith(TORCH_LIB_PREFIXES)
                        or not args.prefix
                        and ""torch"" not in line.lower()
                    ):
                        f.write(line)
                    else:
                        print(f"">>> removed from {file}:"", line.strip())",python,1,0.05,88924
"function normalizeExecArgs(command, options, callback) {
  validateString(command, 'command');
  validateArgumentNullCheck(command, 'command');

  if (typeof options === 'function') {
    callback = options;
    options = undefined;
  }

  // Make a shallow copy so we don't clobber the user's options object.
  options = { __proto__: null, ...options };
  options.shell = typeof options.shell === 'string' ? options.shell : true;

  return {
    file: command,
    options: options,
    callback: callback,
  };
}",javascript,1,0.12,118912
"def layer_norm(x):
    eps = 1e-6
    size = 512
    # create two learnable parameters to calibrate normalisation
    alpha = np.ones(size)
    bias  = np.zeros(size)
    mean, var = tf.nn.moments(x, axes=[0, 1, 2])
    standard_dev = tf.sqrt(var)
    norm = alpha * (x - mean) / (standard_dev + eps) + bias
    return norm",python,2,0.71,4
"def should_bundle_tcmalloc() -> bool:
    import platform

    return (
        VLLM_TARGET_DEVICE == ""cpu""
        and sys.platform.startswith(""linux"")
        and platform.machine() in (""aarch64"", ""x86_64"", ""s390x"")
    )",python,1,0.12,88924
"def get_timezone() -> Optional[ZoneInfo]:
    """"""Return the user's configured ZoneInfo, or None (meaning server-local).

    Resolved once and cached. Call ``reset_cache()`` after config changes.
    """"""
    global _cached_tz, _cached_tz_name, _cache_resolved
    if not _cache_resolved:
        _cached_tz_name = _resolve_timezone_name()
        _cached_tz = _get_zoneinfo(_cached_tz_name)
        _cache_resolved = True
    return _cached_tz",python,0,0.03,229692
"const onError = function(error) {
  notifier.notify({
    'title': 'Error',
    'message': 'Compilation failure.'
  })

  console.log(error)
  this.emit('end')
}",javascript,3,0.64,4
"def test_handle_llm_request_signature():
    """"""Test that handle_llm_request accepts webhook_config parameter""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 2: handle_llm_request Function Signature"")
    print(""="" * 60)

    try:
        from api import handle_llm_request
        import inspect

        sig = inspect.signature(handle_llm_request)
        params = list(sig.parameters.keys())

        print(f""Function parameters: {params}"")

        if 'webhook_config' in params:
            print(f""✅ handle_llm_request has webhook_config parameter"")

            # Check that it's optional with default None
            webhook_param = sig.parameters['webhook_config']
            if webhook_param.default is None or webhook_param.default == inspect.Parameter.empty:
                print(f""✅ webhook_config is optional (default: {webhook_param.default})"")
            else:
                print(f""⚠️  webhook_config default is: {webhook_param.default}"")

            return True
        else:
            print(f""❌ handle_llm_request missing webhook_config parameter"")
            return False

    except Exception as e:
        print(f""❌ Failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,1,0.26,77961
"function maybeLogSummary() {
  if (process.env.CI && errorsPerTests.size > 0) {
    const sha = getHeadSha()
    const [owner, repo] = (process.env.GITHUB_REPOSITORY ?? '').split('/')

    const suites = [...errorsPerTests.keys()].sort().map((test) => {
      const { output, failedCases } = errorsPerTests.get(test)
      return {
        testPath: test,
        mode: process.env.NEXT_TEST_MODE,
        isTurbopack: !!process.env.IS_TURBOPACK_TEST,
        isRspack: !!process.env.NEXT_RSPACK,
        isExperimental: process.env.__NEXT_CACHE_COMPONENTS === 'true',
        isPPR: process.env.__NEXT_EXPERIMENTAL_PPR === 'true',
        failedCases,
        resultMessage: ['```', output.replace(ANSI_RE, ''), '```'].join('\n'),
      }
    })

    let summary = buildTestReport({
      owner,
      repo,
      sha,
      suites,
    })

    if (Buffer.byteLength(summary, 'utf8') > MAX_SUMMARY_BYTES) {
      const truncated = Buffer.from(summary, 'utf8')
        .subarray(
          0,
          MAX_SUMMARY_BYTES - Buffer.byteLength(SUMMARY_TRUNCATION_NOTICE)
        )
        .toString('utf8')
        // A multi-byte character cut at the boundary decodes to U+FFFD.
        .replace(/�$/, '')
      summary = truncated + SUMMARY_TRUNCATION_NOTICE
    }

    await core.summary.addRaw(summary).write()
  }
}",javascript,1,0.01,141750
"def menu():
	print ('-------------------------------------------')
	print (' Fiberhome - Habilitar gerencia web na ONU ')
	print ('-------------------------------------------')
	HOST = raw_input(""IP da olt: "")
	slot = raw_input(""Numero do slot da placa PON: "")
	pon = raw_input(""Numero da porta PON: "")
	onu = raw_input(""ID da ONU: "")
	httpport = raw_input('Porta http (padrao porta '+HTTPDEFAULT+'): ')
	set_config(HOST,slot,pon,onu,httpport)
	return 0",python,2,0.6,4
"def validation_exception_handler(request: Request, e: RequestValidationError):
    return JSONResponse(
        status_code=400,
        content=utils.get_response(
            status=400, data=e.errors(), message=""field required""
        ),
    )",python,1,0.02,102853
"    private static boolean buscaAnagrama(String palabra, String cadena) {
        boolean esAnagrama = false;
        int contiene = 0;
        if(palabra.length()==cadena.length()) {
            for(int x = 0; x < cadena.length(); x++){
                String letra = """" + palabra.charAt(x);
                if(cadena.contains(letra)){
                    contiene++;
                }
            }
        }
        if(contiene==palabra.length()) {
            esAnagrama = true;
        }
        return esAnagrama;
    }",java,3,0.98,4
"def plot_value_function(V, title=""Value Function""):
    """"""
    Plots the value function as a surface plot.
    """"""
    min_x = min(k[0] for k in V.keys())
    max_x = max(k[0] for k in V.keys())
    min_y = min(k[1] for k in V.keys())
    max_y = max(k[1] for k in V.keys())

    x_range = np.arange(min_x, max_x + 1)
    y_range = np.arange(min_y, max_y + 1)
    X, Y = np.meshgrid(x_range, y_range)

    # Find value for all (x, y) coordinates
    Z_noace = np.apply_along_axis(lambda _: V[(_[0], _[1], False)], 2, np.dstack([X, Y]))
    Z_ace = np.apply_along_axis(lambda _: V[(_[0], _[1], True)], 2, np.dstack([X, Y]))

    def plot_surface(X, Y, Z, title):
        fig = plt.figure(figsize=(20, 10))
        ax = fig.add_subplot(111, projection='3d')
        surf = ax.plot_surface(X, Y, Z, rstride=1, cstride=1,
                               cmap=matplotlib.cm.coolwarm, vmin=-1.0, vmax=1.0)
        ax.set_xlabel('Player Sum')
        ax.set_ylabel('Dealer Showing')
        ax.set_zlabel('Value')
        ax.set_title(title)
        ax.view_init(ax.elev, -120)
        fig.colorbar(surf)
        plt.show()

    plot_surface(X, Y, Z_noace, ""{} (No Usable Ace)"".format(title))
    plot_surface(X, Y, Z_ace, ""{} (Usable Ace)"".format(title))",python,2,0.99,4
"def get_missing_precompiled_rust_extension_modules() -> list[str]:
    present = {
        path.name.split(""."", 1)[0] for path in get_precompiled_rust_extension_paths()
    }
    return [
        module_name
        for module_name in rust_build.rust_py_extension_module_names()
        if module_name not in present
    ]",python,0,0.21,88924
"def _find_next_video_url(c):
    """"""Try different ways to determine the url of the next video.""""""
    try:
        next_video_url = sorted(Counter(
            a.get_property('href')
            for a in c.find_elements_by_tag_name('a')
            if a.get_property('href').find('/watch?') >= 0
        ).items(), key=lambda k: k[1], reverse=True)[0][0]
    except Exception:
        pass
    if next_video_url:
        return next_video_url
    next_video_url = browser.find_element_by_class_name('watch-sidebar-body') \
        .find_element_by_tag_name('a').get_property('href')
    if next_video_url:
        return next_video_url",python,3,0.54,4
"def getWavFiles(filenames_selected, monoURI):
    _filenames = []
    if filenames_selected == None:
        for file in os.listdir(monoURI):
            if file.endswith("".wav""):
                _filenames.append(os.path.join(monoURI, file))

    else:
        for file in filenames_selected:
            _filenames.append(os.path.join(monoURI, file)) # pre-given set of files

    return _filenames",python,2,0.7,4
"var bon = function() {

		// 自定义标签(<if></if>, <each></each>)
		var customTagsReg     	= /(?:<if\s+.*?>(?=[^<>]*<\/?\w)|<\/if>)|<\/?each[^>]*>/g;

		// 获取if标签属性
		var ifAttributeReg		= /<if\s+(.*)>/g;

		// 获取each标签属性
		var eachAttributeReg	= /<each\s+([\w.]+)\=['""]?(\w+)['""]?(?:\s+([\w.]+)\=['""]?(\w+)['""]?)*\s*>/g;

		var cache = {};
		var fieldFn = {};

		var isIE8 = typeof window !== 'undefined' && /msie 8\.0/i.test(window.navigator.userAgent.toLowerCase());

		var symbol = '3F2D04E0-4F8U-11D3-9A0C-0A05E82C33W1';

		function addThisPrefix(exp, data) {	// 全局的表达式前加this
			return exp.replace(/\b(?:(\w+)([\w.\[\]]*))\b(?!['""])/g, function(x, prefix, other) {
				return (data[prefix] !== undefined ? 'this.' : '') + prefix + other;
			});
		}

		return {
			render: function(rawHtml, data) {
				cache[rawHtml] || this.complier(rawHtml, data);
				return cache[rawHtml].call(data);
			},
			complier: function(rawHtml, data) {

				var html = rawHtml.replace(/\s*\n\s*/g, '');//.replace(/'/g, '\\\'');

				//html.split(customTagsReg) 在ie8下会把匹配出来的空字符串给吞掉，故采用此方法兼容
				var htmlTags 	= isIE8 ? html.replace(customTagsReg, symbol).split(symbol) : html.split(customTagsReg);	// html标签
				var customTags 	= html.match(customTagsReg);	// 自定义标签（<each><if>）

				var len = Math.max(htmlTags ? htmlTags.length : 0, customTags ? customTags.length : 0);

				var statement = '';
				for(var i = 0; i < len; i ++) {
					if(htmlTags && htmlTags[i]) {
						var hTag = htmlTags[i];

						// 如果大括号的左右标记前带有反斜线, 则忽略此标记
						// js不支持逆向环视,故改用这种方式
						hTag = hTag.replace(/([^\\]|^){(.*?[^\\])(?:\:(\w+[^\\]))?}/g, function(x, other, expression, fn) {	// 取冒号前面的表达式（如果有冒号）

							expression = addThisPrefix(expression, data);
							return [other, ""' + "", (fieldFn[fn] || """"), ""("", expression, "") + '""].join('');
						});
						statement += ""compilerTpl += ('"" + hTag + ""'); \n"";
					}
					if(customTags && customTags[i]) {
						var cTag = customTags[i];
						cTag = cTag.replace(eachAttributeReg, function(x, arr, item, count, index) {

							arr = addThisPrefix(arr, data);

							var id 			= 'v_' + Math.random().toString(36).slice(2, 8);
							var arrVar 		= id + '_arr';
							var itemVar		= id + '_' + item + '_it';
							var indexVar	= index || (id + '_i');
							return 	'var ' + arrVar + ' = ' + arr + '; \n' +
									(count === undefined ? '' : '	var ' + count + ' = ' + arrVar + '.length;\n') +
									'for(var ' + indexVar + ' = 0; ' + indexVar + ' < ' + arrVar + '.length; ' + indexVar + ' ++) {\n' +
									'	var ' + item + ' = ' + arrVar + '[' + indexVar + '];\n';
						});

						cTag = cTag.replace(ifAttributeReg, function(x, ifExpression) {
							ifExpression = addThisPrefix(ifExpression, data);
							return 'if(' + ifExpression + ') {\n';
						}).replace(/<\/if>/g, '}\n').replace(/<\/each>/g, '}\n');

						statement += cTag;
					}
				}

				var statementHeader = 'var compilerTpl = """";\n';
				var statementFooter = 'return compilerTpl;\n';

				cache[rawHtml] = new Function(statementHeader + statement + statementFooter);
				statement = statementHeader = statementFooter = customTags = htmlTags = null;
			},
			addFun: function(fns) {
				for(var fnName in fns) {
					fieldFn[fnName] = fns[fnName];
				}
			}
		};
	}",javascript,2,0.56,4
"def check_case(context):
	#Armature in pose mode
	if len(context.selected_objects) == 1 and context.selected_objects[0].type == 'ARMATURE' and context.mode == 'POSE' and len(context.selected_pose_bones) != 0:
		return True, 'BONES'
	elif len(context.selected_objects) != 0 and context.mode == 'OBJECT':
		# Objects
		types = [obj.type for obj in context.selected_objects]
		if 'ARMATURE' in types:
			types.remove('ARMATURE')
		if len(types) != 0:
			return True, 'OBJ'

	# poll KO
	return False, 'DUMMY'",python,2,0.69,4
"def _reverse_alias_for_display(model_name: str) -> str:
    """"""Return the shortest configured alias for ``model_name``, or ``model_name``.

    Looks up both ``model_aliases:`` (dict-based, full DirectAlias entries)
    and ``model.aliases:`` (string-based, set via ``hermes config set``)
    from config.yaml. Multiple aliases pointing at the same model — the
    shortest wins, so ``opus47`` beats ``palantir-claude47``.
    """"""
    global _REVERSE_ALIAS_CACHE
    if not model_name:
        return model_name
    if _REVERSE_ALIAS_CACHE is None:
        rmap: dict[str, str] = {}
        try:
            from hermes_cli.config import load_config
            cfg = load_config() or {}
            ma = cfg.get(""model_aliases"")
            if isinstance(ma, dict):
                for alias, entry in ma.items():
                    if isinstance(entry, dict):
                        m = str(entry.get(""model"", """") or """").strip()
                        if m and (m not in rmap or len(alias) < len(rmap[m])):
                            rmap[m] = alias
            mdl = cfg.get(""model"", {}) or {}
            if isinstance(mdl, dict):
                simple = mdl.get(""aliases"")
                if isinstance(simple, dict):
                    for alias, val in simple.items():
                        if isinstance(val, str) and val.strip():
                            v = val.strip()
                            m = v.split(""/"", 1)[1] if ""/"" in v else v
                            if m and (m not in rmap or len(alias) < len(rmap[m])):
                                rmap[m] = alias
        except Exception:
            pass
        _REVERSE_ALIAS_CACHE = rmap
    return _REVERSE_ALIAS_CACHE.get(model_name, model_name)",python,0,0.27,229692
"function compileQueryParser(val) {
  var fn;

  if (typeof val === 'function') {
    return val;
  }

  switch (val) {
    case true:
    case 'simple':
      fn = querystring.parse;
      break;
    case false:
      break;
    case 'extended':
      fn = parseExtendedQueryString;
      break;
    default:
      throw new TypeError('unknown value for query parser function: ' + val);
  }

  return fn;
}",javascript,0,0.14,69353
"def apply_nesterov_momentum(updates, params=None, momentum=0.9):
    """"""Returns a modified update dictionary including Nesterov momentum
    Generates update expressions of the form:
    * ``velocity := momentum * velocity + updates[param] - param``
    * ``param := param + momentum * velocity + updates[param] - param``
    Parameters
    ----------
    updates : OrderedDict
        A dictionary mapping parameters to update expressions
    params : iterable of shared variables, optional
        The variables to apply momentum to. If omitted, will apply
        momentum to all `updates.keys()`.
    momentum : float or symbolic scalar, optional
        The amount of momentum to apply. Higher momentum results in
        smoothing over more update steps. Defaults to 0.9.
    Returns
    -------
    OrderedDict
        A copy of `updates` with momentum updates for all `params`.
    Notes
    -----
    Higher momentum also results in larger update steps. To counter that,
    you can optionally scale your learning rate by `1 - momentum`.
    The classic formulation of Nesterov momentum (or Nesterov accelerated
    gradient) requires the gradient to be evaluated at the predicted next
    position in parameter space. Here, we use the formulation described at
    https://github.com/lisa-lab/pylearn2/pull/136#issuecomment-10381617,
    which allows the gradient to be evaluated at the current parameters.
    See Also
    --------
    nesterov_momentum : Shortcut applying Nesterov momentum to SGD updates
    """"""
    if params is None:
        params = updates.keys()
    updates = OrderedDict(updates)

    for param in params:
        value = param.get_value(borrow=True)
        velocity = theano.shared(np.zeros(value.shape, dtype=value.dtype),
                                 broadcastable=param.broadcastable)
        x = momentum * velocity + updates[param] - param
        updates[velocity] = x
        updates[param] = momentum * x + updates[param]

    return updates",python,2,0.91,4
"def getTimeStamps(audioSamples,  feature_series):
    '''
    utility
    '''
    duration = essentia.standard.Duration()
    duration_ = duration(audioSamples)
    timestamps = np.arange(len(feature_series)) / float(len(feature_series)) * duration_
    timestamps += (float(Parameters.wSize / 2) / Parameters.fs)
    return timestamps",python,2,0.86,4
"def restart_nginx():
    with settings(warn_only=True):
        sudo('pkill nginx')

    sudo('nginx -c combine/etc/nginx.conf -p `pwd`')",python,2,0.68,4
"def sample_toolsets_from_distribution(distribution_name: str) -> List[str]:
    """"""
    Sample toolsets based on a distribution's probabilities.

    Each toolset in the distribution has a % chance of being included.
    This allows multiple toolsets to be active simultaneously.

    Args:
        distribution_name (str): Name of the distribution to sample from

    Returns:
        List[str]: List of sampled toolset names

    Raises:
        ValueError: If distribution name is not found
    """"""
    dist = get_distribution(distribution_name)
    if not dist:
        raise ValueError(f""Unknown distribution: {distribution_name}"")

    # Sample each toolset independently based on its probability
    selected_toolsets = []

    for toolset_name, probability in dist[""toolsets""].items():
        # Validate toolset exists
        if not validate_toolset(toolset_name):
            print(f""⚠️  Warning: Toolset '{toolset_name}' in distribution '{distribution_name}' is not valid"")
            continue

        # Roll the dice - if random value is less than probability, include this toolset
        if random.random() * 100 < probability:
            selected_toolsets.append(toolset_name)

    # If no toolsets were selected (can happen with low probabilities),
    # ensure at least one toolset is selected by picking the highest probability one
    if not selected_toolsets and dist[""toolsets""]:
        # Find toolset with highest probability
        highest_prob_toolset = max(dist[""toolsets""].items(), key=lambda x: x[1])[0]
        if validate_toolset(highest_prob_toolset):
            selected_toolsets.append(highest_prob_toolset)

    return selected_toolsets",python,1,0.22,229692
"var getNewID = function(json) {
            suiteGlobals.lastTodoID = json.nr;
            suiteGlobals.lastTodoTxt = todoTxt;
            return json
        }",javascript,2,0.73,4
"function serializeObject(obj, maxDepth) {
  var seen = [];

  // There is no direct way to stringify object until reaching a specific depth
  // and a very deep object can cause a performance issue, so we copy the object
  // based on this specific depth and then stringify it.
  if (isValidObjectMaxDepth(maxDepth)) {
    // This file is also included in `angular-loader`, so `copy()` might not always be available in
    // the closure. Therefore, it is lazily retrieved as `angular.copy()` when needed.
    obj = angular.copy(obj, null, maxDepth);
  }
  return JSON.stringify(obj, function(key, val) {
    val = toJsonReplacer(key, val);
    if (isObject(val)) {

      if (seen.indexOf(val) >= 0) return '...';

      seen.push(val);
    }
    return val;
  });
}",javascript,1,0.15,58551
"def decimalToSex(inp, rd):
    d = int(inp)
    inp = inp % 1
    m = str(int(inp * 60))
    m = m.zfill(2)
    s = round(((inp * 60) % 1) * 60, 2)
    if rd == ""d"":
        s = str(round(s, 1))
        s = s.zfill(4)
        if d > 0:
            d = ""+"" + str(d)
    if rd == ""r"":
        s = str(s).zfill(5)
    return ""%s:%s:%s"" % (d, m, s)",python,3,0.77,4
"def python_from_dbus(obj):
    """"""dbus object to Python object conversion, simplified version from
    http://www.programcreek.com/python/example/13530/dbus.Boolean
    """"""
    if isinstance(obj, dbus.Boolean):
        python_obj = bool(obj)
    elif isinstance(object, dbus.String):
        python_obj = str(obj)
    elif isinstance(obj, (dbus.Byte,
                          dbus.Int16,
                          dbus.Int32,
                          dbus.Int64,
                          dbus.UInt16,
                          dbus.UInt32,
                          dbus.UInt64)):
        python_obj = int(obj)
    elif isinstance(obj, dbus.Double):
        python_obj = float(obj)
    else:
        raise TypeError(""Unhandled %s"" % obj)
    return python_obj",python,3,0.79,4
"    def __init__(
        self,
        session_manager,
        memory_manager,
        chat_processor,
        research_handler,
        preset_manager,
        upload_handler,
    ):
        self.session_manager = session_manager
        self.memory_manager = memory_manager
        self.chat_processor = chat_processor
        self.research_handler = research_handler
        self.preset_manager = preset_manager
        self.upload_handler = upload_handler",python,0,0.08,85267
