code,language,quality_label,severity_score,repo_stars
"def evaluate_turn_regex(
    tool_results: List[Dict[str, Any]],
    agent_reply: str,
) -> Tuple[str, Optional[str]]:
    """"""Cheap regex check on a finished turn.

    Returns (""failure"", reason) on a detected problem, (""ok"", None)
    otherwise. The caller decides whether to short-circuit or fall
    back to an LLM self-eval.
    """"""
    # Any tool returned an explicit error field?
    for r in tool_results or []:
        if not isinstance(r, dict):
            continue
        if r.get(""error""):
            return (""failure"", f""tool returned error: {r.get('error')!r}"")
        text = r.get(""results"") or r.get(""output"") or r.get(""response"") or """"
        if isinstance(text, str):
            for pat in _TOOL_ERROR_PATTERNS:
                if pat.search(text):
                    snippet = text[:120].strip()
                    return (""failure"", f""tool result matched error pattern {pat.pattern!r}: {snippet!r}"")

    # Agent verbally gave up?
    if isinstance(agent_reply, str) and agent_reply:
        for pat in _REPLY_GIVE_UP_PATTERNS:
            m = pat.search(agent_reply)
            if m:
                return (""failure"", f""agent reply matched give-up pattern {pat.pattern!r}"")

    return (""ok"", None)",python,1,0.11,85267
"async def _call_teacher(teacher_model_spec: str, prompt: str,
                        owner: Optional[str] = None) -> Optional[str]:
    """"""Call the configured teacher endpoint with the escalation prompt.""""""
    from src.llm_core import llm_call_async
    from src.ai_interaction import _resolve_model
    from src.agent_tools.model_interaction_tools import _TEACHER_SYSTEM_PROMPT
    try:
        url, model, headers = await asyncio.to_thread(_resolve_model, teacher_model_spec, owner=owner)
    except Exception as e:
        logger.warning(f""teacher endpoint not resolvable ({teacher_model_spec!r}): {e}"")
        return None
    try:
        return await llm_call_async(
            url, model,
            [
                {""role"": ""system"", ""content"": _TEACHER_SYSTEM_PROMPT},
                {""role"": ""user"", ""content"": prompt},
            ],
            headers=headers,
            timeout=120,
        )
    except Exception as e:
        logger.warning(f""teacher call failed: {e}"")
        return None",python,0,0.23,85267
"def _format_mcp_connection_error(name: str, command: str = """", args: Optional[List[str]] = None, error: Exception = None) -> str:
    """"""Return a user-actionable MCP connection error message.""""""
    args = args or []
    raw_error = str(error) if error else ""Unknown error""
    command_line = "" "".join([command or """", *args]).strip()
    lower_command = command_line.lower()

    if ""@playwright/mcp"" in lower_command:
        return (
            f""{raw_error}\n\n""
            ""Browser MCP could not start. On fresh installs, cache the Playwright MCP package once before connecting:\n\n""
            ""npx -y @playwright/mcp@latest --version\n\n""
            ""Then restart Odysseus and reconnect the Browser MCP server.""
        )

    return raw_error",python,0,0.16,85267
"def _sanitize_schema_token(value: Any, limit: int = _MCP_TOKEN_MAX) -> str:
    """"""Make an untrusted JSON-Schema token safe to splice into the prompt.

    Replaces control chars / newlines with a space, collapses whitespace, and
    length-caps the result, so a weird field name or type cannot inject newlines
    or run on. Normal short identifiers pass through unchanged.
    """"""
    text = re.sub(r""[\x00-\x1f\x7f]+"", "" "", str(value))
    text = re.sub(r""\s+"", "" "", text).strip()
    if len(text) > limit:
        text = text[:limit].rstrip() + ""…""
    return text",python,1,0.04,85267
"def _format_mcp_params(input_schema: Any) -> str:
    """"""Render an MCP tool's JSON-Schema inputs as a compact prompt hint.

    Without this the agent only sees a tool's name + description and has to
    guess its arguments (issue #2509). Produces e.g.
    ` Args (JSON): {""path"": string (required), ""limit"": integer}` — names,
    coarse types, and required-ness, kept short so it stays prompt-friendly.
    Returns """" when there are no parameters.

    MCP servers are third-party, so names/types are sanitized and the parameter
    count + total length are capped (issue #2660); normal schemas are unaffected.
    """"""
    if not isinstance(input_schema, dict):
        return """"
    props = input_schema.get(""properties"")
    if not isinstance(props, dict) or not props:
        return """"
    required = set(input_schema.get(""required"") or [])
    parts = []
    for pname, pinfo in list(props.items())[:_MCP_PARAM_MAX]:
        pinfo = pinfo if isinstance(pinfo, dict) else {}
        ptype = pinfo.get(""type"") or ""any""
        if isinstance(ptype, list):
            ptype = ""|"".join(str(x) for x in ptype)
        tag = f'""{_sanitize_schema_token(pname)}"": {_sanitize_schema_token(ptype)}'
        if pname in required:
            tag += "" (required)""
        parts.append(tag)
    extra = len(props) - len(parts)
    if extra > 0:
        parts.append(f""…+{extra} more"")
    hint = "" Args (JSON): {"" + "", "".join(parts) + ""}""
    if len(hint) > _MCP_HINT_MAX:
        hint = hint[:_MCP_HINT_MAX - 1].rstrip() + ""…""
    return hint",python,0,0.23,85267
"def test_imports():
    """"""Test that all webhook-related modules can be imported""""""
    print(""="" * 60)
    print(""TEST 1: Module Imports"")
    print(""="" * 60)

    try:
        from webhook import WebhookDeliveryService
        print(""✅ webhook.WebhookDeliveryService imported successfully"")
    except Exception as e:
        print(f""❌ Failed to import webhook module: {e}"")
        return False

    try:
        from schemas import WebhookConfig, WebhookPayload
        print(""✅ schemas.WebhookConfig imported successfully"")
        print(""✅ schemas.WebhookPayload imported successfully"")
    except Exception as e:
        print(f""❌ Failed to import schemas: {e}"")
        return False

    return True",python,0,0.1,77961
"def test_webhook_service_init():
    """"""Test WebhookDeliveryService initialization""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 2: WebhookDeliveryService Initialization"")
    print(""="" * 60)

    try:
        from webhook import WebhookDeliveryService

        # Test with default config
        config = {
            ""webhooks"": {
                ""enabled"": True,
                ""default_url"": None,
                ""data_in_payload"": False,
                ""retry"": {
                    ""max_attempts"": 5,
                    ""initial_delay_ms"": 1000,
                    ""max_delay_ms"": 32000,
                    ""timeout_ms"": 30000
                },
                ""headers"": {
                    ""User-Agent"": ""Crawl4AI-Webhook/1.0""
                }
            }
        }

        service = WebhookDeliveryService(config)

        print(f""✅ Service initialized successfully"")
        print(f""   - Max attempts: {service.max_attempts}"")
        print(f""   - Initial delay: {service.initial_delay}s"")
        print(f""   - Max delay: {service.max_delay}s"")
        print(f""   - Timeout: {service.timeout}s"")

        # Verify calculations
        assert service.max_attempts == 5, ""Max attempts should be 5""
        assert service.initial_delay == 1.0, ""Initial delay should be 1.0s""
        assert service.max_delay == 32.0, ""Max delay should be 32.0s""
        assert service.timeout == 30.0, ""Timeout should be 30.0s""

        print(""✅ All configuration values correct"")

        return True
    except Exception as e:
        print(f""❌ Service initialization failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,1,0.14,77961
"def test_webhook_config_model():
    """"""Test WebhookConfig Pydantic model""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 3: WebhookConfig Model Validation"")
    print(""="" * 60)

    try:
        from schemas import WebhookConfig
        from pydantic import ValidationError

        # Test valid config
        valid_config = {
            ""webhook_url"": ""https://example.com/webhook"",
            ""webhook_data_in_payload"": True,
            ""webhook_headers"": {""X-Secret"": ""token123""}
        }

        config = WebhookConfig(**valid_config)
        print(f""✅ Valid config accepted:"")
        print(f""   - URL: {config.webhook_url}"")
        print(f""   - Data in payload: {config.webhook_data_in_payload}"")
        print(f""   - Headers: {config.webhook_headers}"")

        # Test minimal config
        minimal_config = {
            ""webhook_url"": ""https://example.com/webhook""
        }

        config2 = WebhookConfig(**minimal_config)
        print(f""✅ Minimal config accepted (defaults applied):"")
        print(f""   - URL: {config2.webhook_url}"")
        print(f""   - Data in payload: {config2.webhook_data_in_payload}"")
        print(f""   - Headers: {config2.webhook_headers}"")

        # Test invalid URL
        try:
            invalid_config = {
                ""webhook_url"": ""not-a-url""
            }
            config3 = WebhookConfig(**invalid_config)
            print(f""❌ Invalid URL should have been rejected"")
            return False
        except ValidationError as e:
            print(f""✅ Invalid URL correctly rejected"")

        return True
    except Exception as e:
        print(f""❌ Model validation test failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,0,0.06,77961
"def test_llm_job_payload_model():
    """"""Test that LlmJobPayload includes webhook_config field""""""
    print(""="" * 60)
    print(""TEST 1: LlmJobPayload Model"")
    print(""="" * 60)

    try:
        from job import LlmJobPayload
        from schemas import WebhookConfig
        from pydantic import ValidationError

        # Test with webhook_config
        payload_dict = {
            ""url"": ""https://example.com"",
            ""q"": ""Extract main content"",
            ""schema"": None,
            ""cache"": False,
            ""provider"": None,
            ""webhook_config"": {
                ""webhook_url"": ""https://myapp.com/webhook"",
                ""webhook_data_in_payload"": True,
                ""webhook_headers"": {""X-Secret"": ""token""}
            }
        }

        payload = LlmJobPayload(**payload_dict)

        print(f""✅ LlmJobPayload accepts webhook_config"")
        print(f""   - URL: {payload.url}"")
        print(f""   - Query: {payload.q}"")
        print(f""   - Webhook URL: {payload.webhook_config.webhook_url}"")
        print(f""   - Data in payload: {payload.webhook_config.webhook_data_in_payload}"")

        # Test without webhook_config (should be optional)
        minimal_payload = {
            ""url"": ""https://example.com"",
            ""q"": ""Extract content""
        }

        payload2 = LlmJobPayload(**minimal_payload)
        assert payload2.webhook_config is None, ""webhook_config should be optional""
        print(f""✅ LlmJobPayload works without webhook_config (optional)"")

        return True
    except Exception as e:
        print(f""❌ Failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,1,0.1,77961
"def test_handle_llm_request_signature():
    """"""Test that handle_llm_request accepts webhook_config parameter""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 2: handle_llm_request Function Signature"")
    print(""="" * 60)

    try:
        from api import handle_llm_request
        import inspect

        sig = inspect.signature(handle_llm_request)
        params = list(sig.parameters.keys())

        print(f""Function parameters: {params}"")

        if 'webhook_config' in params:
            print(f""✅ handle_llm_request has webhook_config parameter"")

            # Check that it's optional with default None
            webhook_param = sig.parameters['webhook_config']
            if webhook_param.default is None or webhook_param.default == inspect.Parameter.empty:
                print(f""✅ webhook_config is optional (default: {webhook_param.default})"")
            else:
                print(f""⚠️  webhook_config default is: {webhook_param.default}"")

            return True
        else:
            print(f""❌ handle_llm_request missing webhook_config parameter"")
            return False

    except Exception as e:
        print(f""❌ Failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,1,0.26,77961
"def test_process_llm_extraction_signature():
    """"""Test that process_llm_extraction accepts webhook_config parameter""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 3: process_llm_extraction Function Signature"")
    print(""="" * 60)

    try:
        from api import process_llm_extraction
        import inspect

        sig = inspect.signature(process_llm_extraction)
        params = list(sig.parameters.keys())

        print(f""Function parameters: {params}"")

        if 'webhook_config' in params:
            print(f""✅ process_llm_extraction has webhook_config parameter"")

            webhook_param = sig.parameters['webhook_config']
            if webhook_param.default is None or webhook_param.default == inspect.Parameter.empty:
                print(f""✅ webhook_config is optional (default: {webhook_param.default})"")
            else:
                print(f""⚠️  webhook_config default is: {webhook_param.default}"")

            return True
        else:
            print(f""❌ process_llm_extraction missing webhook_config parameter"")
            return False

    except Exception as e:
        print(f""❌ Failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,0,0.22,77961
"def get_version():
    command = [""git"", ""describe"", ""--tags""]
    try:
        version = subprocess.check_output(command).decode().strip()
        version_parts = version.split(""-"")
        if len(version_parts) > 1 and version_parts[0].startswith(""mineru""):
            return version_parts[1]
        else:
            raise ValueError(f""Invalid version tag {version}. Expected format is mineru-<version>-released."")
    except Exception as e:
        print(e)
        return ""0.0.0""",python,0,0.12,77486
"def main():
	p = OCR(""tests/PlainText.pdf"", ""INFO"", ""none"")
	p.start()

	result = p.text.strip()

	with io.open('tests/PlainText.txt') as f:
		against = f.read().strip()

	assert(result == against)

	print(""Test passed."")",python,2,0.98,4
"def rainbow():
    while True:
        h = time.time() * 50
        for channel in range(4):
            for pixel in range(16):
                hue = (h + (channel * 64) + (pixel * 4)) % 360
                r, g, b = [int(c * 255) for c in hsv_to_rgb(hue/360.0, 1.0, 1.0)]
                mote.set_pixel(channel + 1, pixel, r, g, b)
        mote.show()
        if btn1 != 'r':
            mote.clear()
            mote.show()
            break
        time.sleep(0.01)",python,3,0.88,4
"def alert():
    while True:
        for channel in range(4):
            for pixel in range(16):
                mote.set_pixel(channel + 1, pixel, 255, 0, 0)
            mote.show()
        time.sleep(0.5)
        if btn1 != 'v':
            mote.clear()
            mote.show()
            break
        for channel in range(4):
            for pixel in range(16):
                mote.set_pixel(channel + 1, pixel, 0, 0, 0)
            mote.show()
        time.sleep(0.5)
        if btn1 != 'v':
            mote.clear()
            mote.show()
            break",python,2,0.55,4
"def white():
    while True:
        for channel in range(4):
            for pixel in range(16):
                mote.set_pixel(channel + 1, pixel, 255, 255, 255)
            mote.show()
        time.sleep(0.5)
        if btn1 != 'w':
            mote.clear()
            mote.show()
            break",python,2,0.88,4
"def sgd(loss_or_grads, params, learning_rate):
    """"""Stochastic Gradient Descent (SGD) updates
    Generates update expressions of the form:
    * ``param := param - learning_rate * gradient``
    Parameters
    ----------
    loss_or_grads : symbolic expression or list of expressions
        A scalar loss expression, or a list of gradient expressions
    params : list of shared variables
        The variables to generate update expressions for
    learning_rate : float or symbolic scalar
        The learning rate controlling the size of update steps
    Returns
    -------
    OrderedDict
        A dictionary mapping each parameter to its update expression
    """"""
    grads = theano.grad(loss_or_grads, params)
    updates = OrderedDict()

    for param, grad in zip(params, grads):
        updates[param] = param - learning_rate * grad

    return updates",python,2,0.82,4
"def apply_nesterov_momentum(updates, params=None, momentum=0.9):
    """"""Returns a modified update dictionary including Nesterov momentum
    Generates update expressions of the form:
    * ``velocity := momentum * velocity + updates[param] - param``
    * ``param := param + momentum * velocity + updates[param] - param``
    Parameters
    ----------
    updates : OrderedDict
        A dictionary mapping parameters to update expressions
    params : iterable of shared variables, optional
        The variables to apply momentum to. If omitted, will apply
        momentum to all `updates.keys()`.
    momentum : float or symbolic scalar, optional
        The amount of momentum to apply. Higher momentum results in
        smoothing over more update steps. Defaults to 0.9.
    Returns
    -------
    OrderedDict
        A copy of `updates` with momentum updates for all `params`.
    Notes
    -----
    Higher momentum also results in larger update steps. To counter that,
    you can optionally scale your learning rate by `1 - momentum`.
    The classic formulation of Nesterov momentum (or Nesterov accelerated
    gradient) requires the gradient to be evaluated at the predicted next
    position in parameter space. Here, we use the formulation described at
    https://github.com/lisa-lab/pylearn2/pull/136#issuecomment-10381617,
    which allows the gradient to be evaluated at the current parameters.
    See Also
    --------
    nesterov_momentum : Shortcut applying Nesterov momentum to SGD updates
    """"""
    if params is None:
        params = updates.keys()
    updates = OrderedDict(updates)

    for param in params:
        value = param.get_value(borrow=True)
        velocity = theano.shared(np.zeros(value.shape, dtype=value.dtype),
                                 broadcastable=param.broadcastable)
        x = momentum * velocity + updates[param] - param
        updates[velocity] = x
        updates[param] = momentum * x + updates[param]

    return updates",python,2,0.91,4
"def nesterov_momentum(loss_or_grads, params, learning_rate, momentum=0.5):
    """"""Stochastic Gradient Descent (SGD) updates with Nesterov momentum
    Generates update expressions of the form:
    * ``velocity := momentum * velocity - learning_rate * gradient``
    * ``param := param + momentum * velocity - learning_rate * gradient``
    Parameters
    ----------
    loss_or_grads : symbolic expression or list of expressions
        A scalar loss expression, or a list of gradient expressions
    params : list of shared variables
        The variables to generate update expressions for
    learning_rate : float or symbolic scalar
        The learning rate controlling the size of update steps
    momentum : float or symbolic scalar, optional
        The amount of momentum to apply. Higher momentum results in
        smoothing over more update steps. Defaults to 0.9.
    Returns
    -------
    OrderedDict
        A dictionary mapping each parameter to its update expression
    Notes
    -----
    Higher momentum also results in larger update steps. To counter that,
    you can optionally scale your learning rate by `1 - momentum`.
    The classic formulation of Nesterov momentum (or Nesterov accelerated
    gradient) requires the gradient to be evaluated at the predicted next
    position in parameter space. Here, we use the formulation described at
    https://github.com/lisa-lab/pylearn2/pull/136#issuecomment-10381617,
    which allows the gradient to be evaluated at the current parameters.
    See Also
    --------
    apply_nesterov_momentum : Function applying momentum to updates
    """"""
    updates = sgd(loss_or_grads, params, learning_rate)
    return apply_nesterov_momentum(updates, momentum=momentum)",python,3,0.84,4
"    def __init__(self, rng, input, n_in, n_out, W=None, b=None,
                 activation=T.tanh):
        """"""
        Couche caché d'un réseau de neurones: les unités sont complétement connectées et ont
        une fonction d'activation tanh. La matrice des poids W est de dimension (n_in,n_out)
        et le vecteur du biais b de dimension (n_out).

        L'activation de l'unité caché est donnée par: tanh(dot(input,W) + b)
        
        Paramètres:
        rng: numpy.random.RandomState -> une nombre aléatoire utilisé pour initialiser les poids
        input: theano.tensor.dmatrix -> tensor symbolique de dimension (n_examples, n_in)
        n_in: int -> dimension de l'entrée
        n_out: int -> nombre d'unités cachées
        activation: theano.Op ou fonction -> fonction d'activation de la couche cachée
        
        """"""
        self.input = input

        # `W` is initialized with `W_values` which is uniformely sampled
        # from sqrt(-6./(n_in+n_hidden)) and sqrt(6./(n_in+n_hidden))
        # for tanh activation function
        # the output of uniform if converted using asarray to dtype
        # theano.config.floatX so that the code is runable on GPU
        # Note : optimal initialization of weights is dependent on the
        #        activation function used (among other things).
        #        For example, results presented in [Xavier10] suggest that you
        #        should use 4 times larger initial weights for sigmoid
        #        compared to tanh
        #        We have no info for other function, so we use the same as
        #        tanh.
        if W is None:
            W_values = np.asarray(
                rng.uniform(
                    low=-np.sqrt(6. / (n_in + n_out)),
                    high=np.sqrt(6. / (n_in + n_out)),
                    size=(n_in, n_out)
                ),
                dtype=theano.config.floatX
            )
            if activation == T.nnet.sigmoid:
                W_values *= 4
            elif activation == T.nnet.relu:
                W_values *= np.sqrt(2)
                
            W = theano.shared(value=W_values, name='W', borrow=True)

        if b is None:
            b_values = np.zeros((n_out,), dtype=theano.config.floatX)
            b = theano.shared(value=b_values, name='b', borrow=True)

        self.W = W
        self.b = b

        lin_output = T.dot(input, self.W) + self.b
        self.output = (
            lin_output if activation is None
            else activation(lin_output)
        )
        # parameters of the model
        self.params = [self.W, self.b]",python,3,0.54,4
"    def __init__(self, rng, input, n_in, n_hiddens, n_out, activations):
        """"""Initialisation des paramètres du réseau

        Paramètres:
        rng: numpy.random.RandomState -> une nombre aléatoire utilisé pour initialiser les poids
        input: theano.tensor.dmatrix -> tensor symbolique de dimension (n_examples, n_in)
        n_in: int -> dimension de l'entrée
        n_hidden: vecteur d'entiers -> nombre d'unités cachées par couche
        n_out: int -> nombre d'unités de la couche de sortie
        activation: vecteur de theano.Op ou fonction -> fonction d'activation des couches cachées
        """"""

        self.hiddenLayers = []
        
        self.hiddenLayers.append(HiddenLayer(
            rng=rng,
            input=input,
            n_in=n_in,
            n_out=n_hiddens[0],
            activation=activations[0]
            ))
            
        for i in range(len(n_hiddens)-1):
            self.hiddenLayers.append(HiddenLayer(
            rng=rng,
            input=self.hiddenLayers[i].output, 
            n_in=n_hiddens[i],
            n_out=n_hiddens[i+1],
            activation=activations[i+1]
            ))
            
        # The logistic regression layer gets as input the hidden units
        # of the hidden layer
        self.logRegressionLayer = LogisticRegression(
            input=self.hiddenLayers[-1].output,
            n_in=n_hiddens[-1],
            n_out=n_out
        )

        # negative log likelihood du réseau
        self.negative_log_likelihood = (
            self.logRegressionLayer.negative_log_likelihood
        )
        # l'erreur quadratique du réseau
        self.quadraticLoss = (
            self.logRegressionLayer.quadraticLoss
        )
        # Fonctions pour calculer l'erreur du modèle
        self.errors = self.logRegressionLayer.errors
        self.incorrects = self.logRegressionLayer.incorrects

        # Les paramètres du modèle sont les paramètres de toutes ses couches
        self.params = []
        for hl in self.hiddenLayers:
            self.params = self.params + hl.params
            
        self.params = self.params + self.logRegressionLayer.params
        
        
        self.input = input
        self.y_pred = self.logRegressionLayer.y_pred
        self.p_y_given_x = self.logRegressionLayer.p_y_given_x
        
        # norme L1, à utiliser pour la régularisation L1
        self.L1 = abs(self.logRegressionLayer.W).sum()
        for hl in self.hiddenLayers:
            self.L1 += abs(hl.W).sum()   
        
        # norme L2 au carré, à utiliser pour la régularisation L2
        self.L2_sqr = (self.logRegressionLayer.W ** 2).sum()
        for hl in self.hiddenLayers:
            self.L2_sqr += (hl.W ** 2).sum()",python,3,0.76,4
"    def train(self, weights, train_set_x, train_set_y, x, y, w, reg_L1, reg_L2, 
              learning_rate=0.01, n_epochs=1000, batch_size=20, type_grad = 'nesterov', 
              valid_set_x = None, valid_set_y = None):
        """"""
        Entrainer un réseau de neurones avec le principe forward/backwark propagation
        et descente de gradient. Si les données de validation sont utilisés,
        l'apprentissage utilisera le principe du ""early stopping""
    
        Paramètres
        weights: vecteur de float -> poids associés à chaque exemple d'apprentissage
        train_set_x: theano.tensor.dmatrix -> tensor symbolique des features
        train_set_y: theano.tensor.lvector -> tensor symbolique représentant les labels
        learning_rate: float
        x = T.matrix('x')
        y= T.ivector('y')
        w = T.dvector('w')
        reg_L1:      int -> paramètre de régularisation L1
        reg_L2:      int -> paramètre de régularisation L2
        learning_rate: float -> pas de la descente de gradient
        n_epochs:    int -> nombre d'epochs pour l'entrainement
        batch_size:  int -> taille du batch (si égal à 1 descente stochastique
        type_grad:   string -> type de la descente de gradiant ('nesterov' ou 'standard')
       """"""
       
        # compute number of minibatches for training, validation and testing
        n_train_batches = train_set_x.get_value(borrow=True).shape[0] // batch_size
 
    
        # the cost we minimize during training is the quadratic loss of
        # the model
        cost = (
            self.negative_log_likelihood(y, w) 
            + reg_L1 * self.L1
            + reg_L2 * self.L2_sqr
        )
    
        # compiling a Theano function that computes the mistakes that are made
        # by the model on a minibatch
    
        # start-snippet-5
        # compute the gradient of cost with respect to theta (sorted in params)
        # the resulting gradients will be stored in a list gparams
        gparams = [T.grad(cost, param) for param in self.params]
        #print([pp(T.grad(cost, param)) for param in self.params])
        # specify how to update the parameters of the model as a list of
        # (variable, update expression) pairs
    
        # given two lists of the same length, A = [a1, a2, a3, a4] and
        # B = [b1, b2, b3, b4], zip generates a list C of same size, where each
        # element is a pair formed from the two lists :
        #    C = [(a1, b1), (a2, b2), (a3, b3), (a4, b4)]
        if (type_grad == 'nesterov'):       
            updates = nesterov_momentum(cost, self.params, learning_rate=0.01, momentum= 0.5)
        else:
            updates = [
                (param, param - learning_rate * gparam)
                for param, gparam in zip(self.params, gparams)
            ]
    
        index = T.lscalar()
        indices = T.lvector()
        # compiling a Theano function `train_model` that returns the cost, but
        # in the same time updates the parameter of the model based on the rules
        # defined in `updates`
        
        longueur = train_set_x.get_value(borrow=True).shape[0]
#        np.random.seed(1234)
        indices_val = np.arange(longueur)
#        np.random.shuffle(indices_val)


        train_model = theano.function(
            inputs=[index, indices],
            outputs=cost,
            updates=updates,
            givens={
                x: train_set_x[indices[index: (index + batch_size)]],
                y: train_set_y[indices[index: (index + batch_size)]],
                w: weights[indices[index: (index + batch_size)]]
            }
        )
        ###############
        # TRAIN MODEL #
        ###############
        print('... training')
        print('on fait un shuffle du train')
                
        # Train and shuffle the inputs            
        if ((valid_set_x == None) or (valid_set_y == None)):
            for epoch in range(n_epochs):
                #tstart = time.time()
                for start_indx in range(0, longueur - batch_size +1, batch_size):
                    np.random.shuffle(indices_val)
                    #print(weights.get_value(borrow = True)[minibatch_index * batch_size: (minibatch_index + 1) * batch_size])
                    #print(sum(weights.get_value(borrow = True)[minibatch_index * batch_size: (minibatch_index + 1) * batch_size]))
                    minibatch_avg_cost = train_model(start_indx, indices_val)",python,3,0.9,4
"def displayimage(index, x, y, type_donnees = 'tensor', pred = None, string= None):
    
    if (type_donnees == 'tensor'):        
        y = y.eval()
        x = x.get_value()
    
    if (len(index)> 16):
        index = index[0:16]

    for count, i in enumerate(index):
        image = x[i]
        rrows = np.int(np.sqrt(len(index)))
        pl.subplot(rrows, np.int(len(index)/rrows), count+1).imshow(image.reshape(28, 28), cmap=pl.cm.gray)
        pl.title('vrai: %s et predit: %s' % (y[i], pred[i]))   
        pl.axis('off')
        
    if (string != None):
        pl.savefig(string)
    else:
        pl.show()",python,3,0.62,4
"def sexToDecimal(ang, hparam):
    anglist = ang.split("":"")
    for i in range(len(anglist)):
        anglist[i] = float(anglist[i])
    decimal = (anglist[1] / 60) + (anglist[2] / 3600)
    if anglist[0] < 0:
        ang = anglist[0] - decimal
    else:
        ang = anglist[0] + decimal
    if hparam == True:
        ang *= 15
    return ang",python,3,0.97,4
"def decimalToSex(inp, rd):
    d = int(inp)
    inp = inp % 1
    m = str(int(inp * 60))
    m = m.zfill(2)
    s = round(((inp * 60) % 1) * 60, 2)
    if rd == ""d"":
        s = str(round(s, 1))
        s = s.zfill(4)
        if d > 0:
            d = ""+"" + str(d)
    if rd == ""r"":
        s = str(s).zfill(5)
    return ""%s:%s:%s"" % (d, m, s)",python,3,0.77,4
"def getJo(date):
    joArr = date.split(""-"")
    for i in range(len(joArr)):
        joArr[i] = float(joArr[i])
    jodate = 367*joArr[0] - int((7*(joArr[0] + int((joArr[1]+9)/12)))/4) + int(275 * joArr[1] / 9) + joArr[2] + 1721013.5
    return jodate",python,3,0.92,4
"def eval_all(iKala_URI, filenames_selected=None):
    wavfiles_URI = iKala_URI + '/Wavfile/'
    _filenames = getWavFiles(filenames_selected, wavfiles_URI)
    
    NSDR_total = 0
    SIR_total = 0
    SAR_total = 0
    
    for filename in _filenames:
        filename = basename(filename)
        [NSDR, SIR, SAR ] = eval_svs_main_(filename)
        NSDR_total += NSDR
        SIR_total += SIR
        SAR_total += SAR",python,3,0.92,4
"def eval_svs_main_(filename):
    
    
    ######## reference
    ref_iKalaURI= Parameters.iKalaURI + '/Wavfile/'
    ref_fileURI=os.path.join(ref_iKalaURI, filename)
    
    loader = essentia.standard.MonoLoader(filename= ref_fileURI, downmix='left'    )
    trueKaraoke = loader()
    
    loader = essentia.standard.MonoLoader(filename= ref_fileURI, downmix='right'    )
    trueVoice = loader()
    
    ref_iKalaURI= Parameters.iKalaURI + '/Wavfile/mono/'
    ref_file_mono_URI=os.path.join(ref_iKalaURI, filename)
    
    loader = essentia.standard.MonoLoader(filename= ref_file_mono_URI )
    trueMixed = loader()

    
    ######## estimated
    estim_iKalaURI= Parameters.iKalaURI + '/Wavfile_resynth/'
    
    estim_fileURI=os.path.join(estim_iKalaURI,filename)
    
    loader = essentia.standard.MonoLoader(filename= estim_fileURI  )
    estimatedVoice  = loader()
    
    estimatedVoice_resized= numpy.zeros((trueMixed.shape))
    
    diff_length=len(trueMixed) - len(estimatedVoice)
    estimatedVoice_resized[diff_length:]=estimatedVoice
    
    estimatedKaraoke = trueMixed - estimatedVoice_resized
    norm_est = norm(estimatedVoice_resized + estimatedKaraoke)
    norm_est = 229.0
    norm_true = norm(trueVoice + trueKaraoke)
    a = vstack((estimatedVoice_resized,estimatedKaraoke)) 
    b = vstack((trueVoice,trueKaraoke))
    (SDR,SIR,SAR, perm) = mir_eval.separation.bss_eval_sources( a / norm_est,  b / norm_true  )
    (NSDR,NSIR,NSAR, perm) = mir_eval.separation.bss_eval_sources( \
        [trueMixed,trueMixed] / norm(trueMixed + trueMixed),\
        [trueVoice,trueKaraoke] / norm(trueVoice + trueKaraoke))
    NSDR=SDR - NSDR
    
    return NSDR,SIR,SAR",python,2,0.59,4
"def getWavFiles(filenames_selected, monoURI):
    _filenames = []
    if filenames_selected == None:
        for file in os.listdir(monoURI):
            if file.endswith("".wav""):
                _filenames.append(os.path.join(monoURI, file))
    
    else:
        for file in filenames_selected:
            _filenames.append(os.path.join(monoURI, file)) # pre-given set of files
    
    return _filenames",python,2,0.7,4
"def getTimeStamps(audioSamples,  feature_series):
    '''
    utility
    '''
    duration = essentia.standard.Duration()
    duration_ = duration(audioSamples)
    timestamps = np.arange(len(feature_series)) / float(len(feature_series)) * duration_ 
    timestamps += (float(Parameters.wSize / 2) / Parameters.fs)
    return timestamps",python,2,0.86,4
